x,hora_txt,y,distrito,nivel,nivel_txt,cor,tooltip
5,04h00,16,Santarém,NA,Sem informação,#C8C7BB,Santarém às 04h00: Sem informação
6,05h00,16,Santarém,NA,Sem informação,#C8C7BB,Santarém às 05h00: Sem informação
7,06h00,16,Santarém,2,Amarelo,#FADF4B,Santarém às 06h00: Amarelo
8,07h00,16,Santarém,2,Amarelo,#FADF4B,Santarém às 07h00: Amarelo
9,08h00,16,Santarém,2,Amarelo,#FADF4B,Santarém às 08h00: Amarelo
10,09h00,16,Santarém,2,Amarelo,#FADF4B,Santarém às 09h00: Amarelo
11,10h00,16,Santarém,2,Amarelo,#FADF4B,Santarém às 10h00: Amarelo
12,11h00,16,Santarém,2,Amarelo,#FADF4B,Santarém às 11h00: Amarelo
13,12h00,16,Santarém,2,Amarelo,#FADF4B,Santarém às 12h00: Amarelo
14,13h00,16,Santarém,2,Amarelo,#FADF4B,Santarém às 13h00: Amarelo
15,14h00,16,Santarém,2,Amarelo,#FADF4B,Santarém às 14h00: Amarelo
16,15h00,16,Santarém,2,Amarelo,#FADF4B,Santarém às 15h00: Amarelo
17,16h00,16,Santarém,2,Amarelo,#FADF4B,Santarém às 16h00: Amarelo
18,17h00,16,Santarém,2,Amarelo,#FADF4B,Santarém às 17h00: Amarelo
19,18h00,16,Santarém,2,Amarelo,#FADF4B,Santarém às 18h00: Amarelo
20,19h00,16,Santarém,1,Verde,#B9D153,Santarém às 19h00: Verde
21,20h00,16,Santarém,1,Verde,#B9D153,Santarém às 20h00: Verde
22,21h00,16,Santarém,1,Verde,#B9D153,Santarém às 21h00: Verde
23,22h00,16,Santarém,1,Verde,#B9D153,Santarém às 22h00: Verde
24,23h00,16,Santarém,1,Verde,#B9D153,Santarém às 23h00: Verde
1,00h00,17,Setúbal,NA,Sem informação,#C8C7BB,Setúbal às 00h00: Sem informação
2,01h00,17,Setúbal,NA,Sem informação,#C8C7BB,Setúbal às 01h00: Sem informação
3,02h00,17,Setúbal,NA,Sem informação,#C8C7BB,Setúbal às 02h00: Sem informação
4,03h00,17,Setúbal,NA,Sem informação,#C8C7BB,Setúbal às 03h00: Sem informação
5,04h00,17,Setúbal,NA,Sem informação,#C8C7BB,Setúbal às 04h00: Sem informação
6,05h00,17,Setúbal,NA,Sem informação,#C8C7BB,Setúbal às 05h00: Sem informação
7,06h00,17,Setúbal,2,Amarelo,#FADF4B,Setúbal às 06h00: Amarelo
8,07h00,17,Setúbal,2,Amarelo,#FADF4B,Setúbal às 07h00: Amarelo
9,08h00,17,Setúbal,2,Amarelo,#FADF4B,Setúbal às 08h00: Amarelo
10,09h00,17,Setúbal,2,Amarelo,#FADF4B,Setúbal às 09h00: Amarelo
11,10h00,17,Setúbal,2,Amarelo,#FADF4B,Setúbal às 10h00: Amarelo
12,11h00,17,Setúbal,2,Amarelo,#FADF4B,Setúbal às 11h00: Amarelo
13,12h00,17,Setúbal,2,Amarelo,#FADF4B,Setúbal às 12h00: Amarelo
14,13h00,17,Setúbal,2,Amarelo,#FADF4B,Setúbal às 13h00: Amarelo
15,14h00,17,Setúbal,2,Amarelo,#FADF4B,Setúbal às 14h00: Amarelo
16,15h00,17,Setúbal,2,Amarelo,#FADF4B,Setúbal às 15h00: Amarelo
17,16h00,17,Setúbal,2,Amarelo,#FADF4B,Setúbal às 16h00: Amarelo
18,17h00,17,Setúbal,2,Amarelo,#FADF4B,Setúbal às 17h00: Amarelo
19,18h00,17,Setúbal,2,Amarelo,#FADF4B,Setúbal às 18h00: Amarelo
20,19h00,17,Setúbal,1,Verde,#B9D153,Setúbal às 19h00: Verde
21,20h00,17,Setúbal,1,Verde,#B9D153,Setúbal às 20h00: Verde
22,21h00,17,Setúbal,1,Verde,#B9D153,Setúbal às 21h00: Verde
23,22h00,17,Setúbal,1,Verde,#B9D153,Setúbal às 22h00: Verde
24,23h00,17,Setúbal,1,Verde,#B9D153,Setúbal às 23h00: Verde
1,00h00,18,Sines,NA,Sem informação,#C8C7BB,Sines às 00h00: Sem informação
2,01h00,18,Sines,NA,Sem informação,#C8C7BB,Sines às 01h00: Sem informação
3,02h00,18,Sines,NA,Sem informação,#C8C7BB,Sines às 02h00: Sem informação
4,03h00,18,Sines,NA,Sem informação,#C8C7BB,Sines às 03h00: Sem informação
5,04h00,18,Sines,NA,Sem informação,#C8C7BB,Sines às 04h00: Sem informação
6,05h00,18,Sines,NA,Sem informação,#C8C7BB,Sines às 05h00: Sem informação
7,06h00,18,Sines,2,Amarelo,#FADF4B,Sines às 06h00: Amarelo
8,07h00,18,Sines,2,Amarelo,#FADF4B,Sines às 07h00: Amarelo
9,08h00,18,Sines,2,Amarelo,#FADF4B,Sines às 08h00: Amarelo
10,09h00,18,Sines,2,Amarelo,#FADF4B,Sines às 09h00: Amarelo
11,10h00,18,Sines,2,Amarelo,#FADF4B,Sines às 10h00: Amarelo
12,11h00,18,Sines,2,Amarelo,#FADF4B,Sines às 11h00: Amarelo
13,12h00,18,Sines,2,Amarelo,#FADF4B,Sines às 12h00: Amarelo
14,13h00,18,Sines,2,Amarelo,#FADF4B,Sines às 13h00: Amarelo
15,14h00,18,Sines,2,Amarelo,#FADF4B,Sines às 14h00: Amarelo
16,15h00,18,Sines,2,Amarelo,#FADF4B,Sines às 15h00: Amarelo
17,16h00,18,Sines,2,Amarelo,#FADF4B,Sines às 16h00: Amarelo
18,17h00,18,Sines,2,Amarelo,#FADF4B,Sines às 17h00: Amarelo
19,18h00,18,Sines,2,Amarelo,#FADF4B,Sines às 18h00: Amarelo
20,19h00,18,Sines,1,Verde,#B9D153,Sines às 19h00: Verde
21,20h00,18,Sines,1,Verde,#B9D153,Sines às 20h00: Verde
22,21h00,18,Sines,1,Verde,#B9D153,Sines às 21h00: Verde
23,22h00,18,Sines,1,Verde,#B9D153,Sines às 22h00: Verde
24,23h00,18,Sines,1,Verde,#B9D153,Sines às 23h00: Verde
1,00h00,19,Viana do Castelo,NA,Sem informação,#C8C7BB,Viana do Castelo às 00h00: Sem informação
2,01h00,19,Viana do Castelo,NA,Sem informação,#C8C7BB,Viana do Castelo às 01h00: Sem informação
3,02h00,19,Viana do Castelo,NA,Sem informação,#C8C7BB,Viana do Castelo às 02h00: Sem informação
4,03h00,19,Viana do Castelo,NA,Sem informação,#C8C7BB,Viana do Castelo às 03h00: Sem informação
5,04h00,19,Viana do Castelo,NA,Sem informação,#C8C7BB,Viana do Castelo às 04h00: Sem informação
6,05h00,19,Viana do Castelo,NA,Sem informação,#C8C7BB,Viana do Castelo às 05h00: Sem informação
7,06h00,19,Viana do Castelo,2,Amarelo,#FADF4B,Viana do Castelo às 06h00: Amarelo
8,07h00,19,Viana do Castelo,2,Amarelo,#FADF4B,Viana do Castelo às 07h00: Amarelo
9,08h00,19,Viana do Castelo,2,Amarelo,#FADF4B,Viana do Castelo às 08h00: Amarelo
10,09h00,19,Viana do Castelo,2,Amarelo,#FADF4B,Viana do Castelo às 09h00: Amarelo
11,10h00,19,Viana do Castelo,2,Amarelo,#FADF4B,Viana do Castelo às 10h00: Amarelo
12,11h00,19,Viana do Castelo,2,Amarelo,#FADF4B,Viana do Castelo às 11h00: Amarelo
13,12h00,19,Viana do Castelo,2,Amarelo,#FADF4B,Viana do Castelo às 12h00: Amarelo
14,13h00,19,Viana do Castelo,2,Amarelo,#FADF4B,Viana do Castelo às 13h00: Amarelo
15,14h00,19,Viana do Castelo,2,Amarelo,#FADF4B,Viana do Castelo às 14h00: Amarelo
16,15h00,19,Viana do Castelo,2,Amarelo,#FADF4B,Viana do Castelo às 15h00: Amarelo
17,16h00,19,Viana do Castelo,2,Amarelo,#FADF4B,Viana do Castelo às 16h00: Amarelo
18,17h00,19,Viana do Castelo,2,Amarelo,#FADF4B,Viana do Castelo às 17h00: Amarelo
19,18h00,19,Viana do Castelo,2,Amarelo,#FADF4B,Viana do Castelo às 18h00: Amarelo
20,19h00,19,Viana do Castelo,1,Verde,#B9D153,Viana do Castelo às 19h00: Verde
21,20h00,19,Viana do Castelo,1,Verde,#B9D153,Viana do Castelo às 20h00: Verde
22,21h00,19,Viana do Castelo,1,Verde,#B9D153,Viana do Castelo às 21h00: Verde
23,22h00,19,Viana do Castelo,1,Verde,#B9D153,Viana do Castelo às 22h00: Verde
24,23h00,19,Viana do Castelo,1,Verde,#B9D153,Viana do Castelo às 23h00: Verde
1,00h00,20,Vila Real,NA,Sem informação,#C8C7BB,Vila Real às 00h00: Sem informação
2,01h00,20,Vila Real,NA,Sem informação,#C8C7BB,Vila Real às 01h00: Sem informação
3,02h00,20,Vila Real,NA,Sem informação,#C8C7BB,Vila Real às 02h00: Sem informação
4,03h00,20,Vila Real,NA,Sem informação,#C8C7BB,Vila Real às 03h00: Sem informação
5,04h00,20,Vila Real,NA,Sem informação,#C8C7BB,Vila Real às 04h00: Sem informação
6,05h00,20,Vila Real,NA,Sem informação,#C8C7BB,Vila Real às 05h00: Sem informação
7,06h00,20,Vila Real,3,Laranja,#E5883B,Vila Real às 06h00: Laranja
8,07h00,20,Vila Real,3,Laranja,#E5883B,Vila Real às 07h00: Laranja
9,08h00,20,Vila Real,3,Laranja,#E5883B,Vila Real às 08h00: Laranja
10,09h00,20,Vila Real,3,Laranja,#E5883B,Vila Real às 09h00: Laranja
11,10h00,20,Vila Real,3,Laranja,#E5883B,Vila Real às 10h00: Laranja
12,11h00,20,Vila Real,3,Laranja,#E5883B,Vila Real às 11h00: Laranja
13,12h00,20,Vila Real,3,Laranja,#E5883B,Vila Real às 12h00: Laranja
14,13h00,20,Vila Real,3,Laranja,#E5883B,Vila Real às 13h00: Laranja
15,14h00,20,Vila Real,3,Laranja,#E5883B,Vila Real às 14h00: Laranja
16,15h00,20,Vila Real,3,Laranja,#E5883B,Vila Real às 15h00: Laranja
17,16h00,20,Vila Real,3,Laranja,#E5883B,Vila Real às 16h00: Laranja
18,17h00,20,Vila Real,3,Laranja,#E5883B,Vila Real às 17h00: Laranja
19,18h00,20,Vila Real,3,Laranja,#E5883B,Vila Real às 18h00: Laranja
20,19h00,20,Vila Real,2,Amarelo,#FADF4B,Vila Real às 19h00: Amarelo
21,20h00,20,Vila Real,2,Amarelo,#FADF4B,Vila Real às 20h00: Amarelo
22,21h00,20,Vila Real,2,Amarelo,#FADF4B,Vila Real às 21h00: Amarelo
23,22h00,20,Vila Real,2,Amarelo,#FADF4B,Vila Real às 22h00: Amarelo
24,23h00,20,Vila Real,2,Amarelo,#FADF4B,Vila Real às 23h00: Amarelo
1,00h00,21,Viseu,NA,Sem informação,#C8C7BB,Viseu às 00h00: Sem informação
2,01h00,21,Viseu,NA,Sem informação,#C8C7BB,Viseu às 01h00: Sem informação
3,02h00,21,Viseu,NA,Sem informação,#C8C7BB,Viseu às 02h00: Sem informação
4,03h00,21,Viseu,NA,Sem informação,#C8C7BB,Viseu às 03h00: Sem informação
5,04h00,21,Viseu,NA,Sem informação,#C8C7BB,Viseu às 04h00: Sem informação
6,05h00,21,Viseu,NA,Sem informação,#C8C7BB,Viseu às 05h00: Sem informação
7,06h00,21,Viseu,2,Amarelo,#FADF4B,Viseu às 06h00: Amarelo
8,07h00,21,Viseu,2,Amarelo,#FADF4B,Viseu às 07h00: Amarelo
9,08h00,21,Viseu,2,Amarelo,#FADF4B,Viseu às 08h00: Amarelo
10,09h00,21,Viseu,2,Amarelo,#FADF4B,Viseu às 09h00: Amarelo
11,10h00,21,Viseu,2,Amarelo,#FADF4B,Viseu às 10h00: Amarelo
12,11h00,21,Viseu,2,Amarelo,#FADF4B,Viseu às 11h00: Amarelo
13,12h00,21,Viseu,2,Amarelo,#FADF4B,Viseu às 12h00: Amarelo
14,13h00,21,Viseu,2,Amarelo,#FADF4B,Viseu às 13h00: Amarelo
15,14h00,21,Viseu,2,Amarelo,#FADF4B,Viseu às 14h00: Amarelo
16,15h00,21,Viseu,2,Amarelo,#FADF4B,Viseu às 15h00: Amarelo
17,16h00,21,Viseu,2,Amarelo,#FADF4B,Viseu às 16h00: Amarelo
18,17h00,21,Viseu,2,Amarelo,#FADF4B,Viseu às 17h00: Amarelo
19,18h00,21,Viseu,2,Amarelo,#FADF4B,Viseu às 18h00: Amarelo
20,19h00,21,Viseu,1,Verde,#B9D153,Viseu às 19h00: Verde
21,20h00,21,Viseu,1,Verde,#B9D153,Viseu às 20h00: Verde
22,21h00,21,Viseu,1,Verde,#B9D153,Viseu às 21h00: Verde
23,22h00,21,Viseu,1,Verde,#B9D153,Viseu às 22h00: Verde
24,23h00,21,Viseu,1,Verde,#B9D153,Viseu às 23h00: Verde
