local,hora,nivel,cor,aviso,tooltip
Penhas Douradas,16:00,2,#FADF4B,🟡 Amarelo,Penhas Douradas às 16:00: 🟡 Amarelo
Penhas Douradas,17:00,2,#FADF4B,🟡 Amarelo,Penhas Douradas às 17:00: 🟡 Amarelo
Penhas Douradas,18:00,2,#FADF4B,🟡 Amarelo,Penhas Douradas às 18:00: 🟡 Amarelo
Penhas Douradas,19:00,2,#FADF4B,🟡 Amarelo,Penhas Douradas às 19:00: 🟡 Amarelo
Penhas Douradas,20:00,2,#FADF4B,🟡 Amarelo,Penhas Douradas às 20:00: 🟡 Amarelo
Penhas Douradas,21:00,2,#FADF4B,🟡 Amarelo,Penhas Douradas às 21:00: 🟡 Amarelo
Penhas Douradas,22:00,2,#FADF4B,🟡 Amarelo,Penhas Douradas às 22:00: 🟡 Amarelo
Penhas Douradas,23:00,2,#FADF4B,🟡 Amarelo,Penhas Douradas às 23:00: 🟡 Amarelo
Portalegre,00:00,NA,#C8C7BB,⚪ Sem informação,Portalegre às 00:00: ⚪ Sem informação
Portalegre,01:00,NA,#C8C7BB,⚪ Sem informação,Portalegre às 01:00: ⚪ Sem informação
Portalegre,02:00,NA,#C8C7BB,⚪ Sem informação,Portalegre às 02:00: ⚪ Sem informação
Portalegre,03:00,NA,#C8C7BB,⚪ Sem informação,Portalegre às 03:00: ⚪ Sem informação
Portalegre,04:00,NA,#C8C7BB,⚪ Sem informação,Portalegre às 04:00: ⚪ Sem informação
Portalegre,05:00,NA,#C8C7BB,⚪ Sem informação,Portalegre às 05:00: ⚪ Sem informação
Portalegre,06:00,1,#B9D153,🟢 Verde,Portalegre às 06:00: 🟢 Verde
Portalegre,07:00,1,#B9D153,🟢 Verde,Portalegre às 07:00: 🟢 Verde
Portalegre,08:00,1,#B9D153,🟢 Verde,Portalegre às 08:00: 🟢 Verde
Portalegre,09:00,2,#FADF4B,🟡 Amarelo,Portalegre às 09:00: 🟡 Amarelo
Portalegre,10:00,2,#FADF4B,🟡 Amarelo,Portalegre às 10:00: 🟡 Amarelo
Portalegre,11:00,2,#FADF4B,🟡 Amarelo,Portalegre às 11:00: 🟡 Amarelo
Portalegre,12:00,2,#FADF4B,🟡 Amarelo,Portalegre às 12:00: 🟡 Amarelo
Portalegre,13:00,2,#FADF4B,🟡 Amarelo,Portalegre às 13:00: 🟡 Amarelo
Portalegre,14:00,2,#FADF4B,🟡 Amarelo,Portalegre às 14:00: 🟡 Amarelo
Portalegre,15:00,2,#FADF4B,🟡 Amarelo,Portalegre às 15:00: 🟡 Amarelo
Portalegre,16:00,2,#FADF4B,🟡 Amarelo,Portalegre às 16:00: 🟡 Amarelo
Portalegre,17:00,2,#FADF4B,🟡 Amarelo,Portalegre às 17:00: 🟡 Amarelo
Portalegre,18:00,2,#FADF4B,🟡 Amarelo,Portalegre às 18:00: 🟡 Amarelo
Portalegre,19:00,2,#FADF4B,🟡 Amarelo,Portalegre às 19:00: 🟡 Amarelo
Portalegre,20:00,2,#FADF4B,🟡 Amarelo,Portalegre às 20:00: 🟡 Amarelo
Portalegre,21:00,2,#FADF4B,🟡 Amarelo,Portalegre às 21:00: 🟡 Amarelo
Portalegre,22:00,2,#FADF4B,🟡 Amarelo,Portalegre às 22:00: 🟡 Amarelo
Portalegre,23:00,2,#FADF4B,🟡 Amarelo,Portalegre às 23:00: 🟡 Amarelo
Portimão,00:00,NA,#C8C7BB,⚪ Sem informação,Portimão às 00:00: ⚪ Sem informação
Portimão,01:00,NA,#C8C7BB,⚪ Sem informação,Portimão às 01:00: ⚪ Sem informação
Portimão,02:00,NA,#C8C7BB,⚪ Sem informação,Portimão às 02:00: ⚪ Sem informação
Portimão,03:00,NA,#C8C7BB,⚪ Sem informação,Portimão às 03:00: ⚪ Sem informação
Portimão,04:00,NA,#C8C7BB,⚪ Sem informação,Portimão às 04:00: ⚪ Sem informação
Portimão,05:00,NA,#C8C7BB,⚪ Sem informação,Portimão às 05:00: ⚪ Sem informação
Portimão,06:00,1,#B9D153,🟢 Verde,Portimão às 06:00: 🟢 Verde
Portimão,07:00,1,#B9D153,🟢 Verde,Portimão às 07:00: 🟢 Verde
Portimão,08:00,1,#B9D153,🟢 Verde,Portimão às 08:00: 🟢 Verde
Portimão,09:00,2,#FADF4B,🟡 Amarelo,Portimão às 09:00: 🟡 Amarelo
Portimão,10:00,2,#FADF4B,🟡 Amarelo,Portimão às 10:00: 🟡 Amarelo
Portimão,11:00,2,#FADF4B,🟡 Amarelo,Portimão às 11:00: 🟡 Amarelo
Portimão,12:00,2,#FADF4B,🟡 Amarelo,Portimão às 12:00: 🟡 Amarelo
Portimão,13:00,2,#FADF4B,🟡 Amarelo,Portimão às 13:00: 🟡 Amarelo
Portimão,14:00,2,#FADF4B,🟡 Amarelo,Portimão às 14:00: 🟡 Amarelo
Portimão,15:00,2,#FADF4B,🟡 Amarelo,Portimão às 15:00: 🟡 Amarelo
Portimão,16:00,2,#FADF4B,🟡 Amarelo,Portimão às 16:00: 🟡 Amarelo
Portimão,17:00,2,#FADF4B,🟡 Amarelo,Portimão às 17:00: 🟡 Amarelo
Portimão,18:00,2,#FADF4B,🟡 Amarelo,Portimão às 18:00: 🟡 Amarelo
Portimão,19:00,2,#FADF4B,🟡 Amarelo,Portimão às 19:00: 🟡 Amarelo
Portimão,20:00,2,#FADF4B,🟡 Amarelo,Portimão às 20:00: 🟡 Amarelo
Portimão,21:00,2,#FADF4B,🟡 Amarelo,Portimão às 21:00: 🟡 Amarelo
Portimão,22:00,2,#FADF4B,🟡 Amarelo,Portimão às 22:00: 🟡 Amarelo
Portimão,23:00,2,#FADF4B,🟡 Amarelo,Portimão às 23:00: 🟡 Amarelo
Porto,00:00,NA,#C8C7BB,⚪ Sem informação,Porto às 00:00: ⚪ Sem informação
Porto,01:00,NA,#C8C7BB,⚪ Sem informação,Porto às 01:00: ⚪ Sem informação
Porto,02:00,NA,#C8C7BB,⚪ Sem informação,Porto às 02:00: ⚪ Sem informação
Porto,03:00,NA,#C8C7BB,⚪ Sem informação,Porto às 03:00: ⚪ Sem informação
Porto,04:00,NA,#C8C7BB,⚪ Sem informação,Porto às 04:00: ⚪ Sem informação
Porto,05:00,NA,#C8C7BB,⚪ Sem informação,Porto às 05:00: ⚪ Sem informação
Porto,06:00,1,#B9D153,🟢 Verde,Porto às 06:00: 🟢 Verde
Porto,07:00,1,#B9D153,🟢 Verde,Porto às 07:00: 🟢 Verde
Porto,08:00,1,#B9D153,🟢 Verde,Porto às 08:00: 🟢 Verde
Porto,09:00,2,#FADF4B,🟡 Amarelo,Porto às 09:00: 🟡 Amarelo
Porto,10:00,2,#FADF4B,🟡 Amarelo,Porto às 10:00: 🟡 Amarelo
Porto,11:00,2,#FADF4B,🟡 Amarelo,Porto às 11:00: 🟡 Amarelo
Porto,12:00,2,#FADF4B,🟡 Amarelo,Porto às 12:00: 🟡 Amarelo
Porto,13:00,2,#FADF4B,🟡 Amarelo,Porto às 13:00: 🟡 Amarelo
Porto,14:00,2,#FADF4B,🟡 Amarelo,Porto às 14:00: 🟡 Amarelo
Porto,15:00,2,#FADF4B,🟡 Amarelo,Porto às 15:00: 🟡 Amarelo
Porto,16:00,2,#FADF4B,🟡 Amarelo,Porto às 16:00: 🟡 Amarelo
Porto,17:00,2,#FADF4B,🟡 Amarelo,Porto às 17:00: 🟡 Amarelo
Porto,18:00,2,#FADF4B,🟡 Amarelo,Porto às 18:00: 🟡 Amarelo
Porto,19:00,2,#FADF4B,🟡 Amarelo,Porto às 19:00: 🟡 Amarelo
Porto,20:00,2,#FADF4B,🟡 Amarelo,Porto às 20:00: 🟡 Amarelo
Porto,21:00,2,#FADF4B,🟡 Amarelo,Porto às 21:00: 🟡 Amarelo
Porto,22:00,2,#FADF4B,🟡 Amarelo,Porto às 22:00: 🟡 Amarelo
Porto,23:00,2,#FADF4B,🟡 Amarelo,Porto às 23:00: 🟡 Amarelo
Santarém,00:00,NA,#C8C7BB,⚪ Sem informação,Santarém às 00:00: ⚪ Sem informação
Santarém,01:00,NA,#C8C7BB,⚪ Sem informação,Santarém às 01:00: ⚪ Sem informação
Santarém,02:00,NA,#C8C7BB,⚪ Sem informação,Santarém às 02:00: ⚪ Sem informação
Santarém,03:00,NA,#C8C7BB,⚪ Sem informação,Santarém às 03:00: ⚪ Sem informação
Santarém,04:00,NA,#C8C7BB,⚪ Sem informação,Santarém às 04:00: ⚪ Sem informação
Santarém,05:00,NA,#C8C7BB,⚪ Sem informação,Santarém às 05:00: ⚪ Sem informação
Santarém,06:00,1,#B9D153,🟢 Verde,Santarém às 06:00: 🟢 Verde
Santarém,07:00,1,#B9D153,🟢 Verde,Santarém às 07:00: 🟢 Verde
Santarém,08:00,1,#B9D153,🟢 Verde,Santarém às 08:00: 🟢 Verde
Santarém,09:00,2,#FADF4B,🟡 Amarelo,Santarém às 09:00: 🟡 Amarelo
Santarém,10:00,2,#FADF4B,🟡 Amarelo,Santarém às 10:00: 🟡 Amarelo
Santarém,11:00,2,#FADF4B,🟡 Amarelo,Santarém às 11:00: 🟡 Amarelo
Santarém,12:00,2,#FADF4B,🟡 Amarelo,Santarém às 12:00: 🟡 Amarelo
Santarém,13:00,2,#FADF4B,🟡 Amarelo,Santarém às 13:00: 🟡 Amarelo
Santarém,14:00,2,#FADF4B,🟡 Amarelo,Santarém às 14:00: 🟡 Amarelo
Santarém,15:00,2,#FADF4B,🟡 Amarelo,Santarém às 15:00: 🟡 Amarelo
Santarém,16:00,2,#FADF4B,🟡 Amarelo,Santarém às 16:00: 🟡 Amarelo
Santarém,17:00,2,#FADF4B,🟡 Amarelo,Santarém às 17:00: 🟡 Amarelo
Santarém,18:00,2,#FADF4B,🟡 Amarelo,Santarém às 18:00: 🟡 Amarelo
Santarém,19:00,2,#FADF4B,🟡 Amarelo,Santarém às 19:00: 🟡 Amarelo
Santarém,20:00,2,#FADF4B,🟡 Amarelo,Santarém às 20:00: 🟡 Amarelo
Santarém,21:00,2,#FADF4B,🟡 Amarelo,Santarém às 21:00: 🟡 Amarelo
Santarém,22:00,2,#FADF4B,🟡 Amarelo,Santarém às 22:00: 🟡 Amarelo
Santarém,23:00,2,#FADF4B,🟡 Amarelo,Santarém às 23:00: 🟡 Amarelo
Setúbal,00:00,NA,#C8C7BB,⚪ Sem informação,Setúbal às 00:00: ⚪ Sem informação
Setúbal,01:00,NA,#C8C7BB,⚪ Sem informação,Setúbal às 01:00: ⚪ Sem informação
Setúbal,02:00,NA,#C8C7BB,⚪ Sem informação,Setúbal às 02:00: ⚪ Sem informação
Setúbal,03:00,NA,#C8C7BB,⚪ Sem informação,Setúbal às 03:00: ⚪ Sem informação
Setúbal,04:00,NA,#C8C7BB,⚪ Sem informação,Setúbal às 04:00: ⚪ Sem informação
Setúbal,05:00,NA,#C8C7BB,⚪ Sem informação,Setúbal às 05:00: ⚪ Sem informação
Setúbal,06:00,1,#B9D153,🟢 Verde,Setúbal às 06:00: 🟢 Verde
Setúbal,07:00,1,#B9D153,🟢 Verde,Setúbal às 07:00: 🟢 Verde
Setúbal,08:00,1,#B9D153,🟢 Verde,Setúbal às 08:00: 🟢 Verde
Setúbal,09:00,2,#FADF4B,🟡 Amarelo,Setúbal às 09:00: 🟡 Amarelo
Setúbal,10:00,2,#FADF4B,🟡 Amarelo,Setúbal às 10:00: 🟡 Amarelo
Setúbal,11:00,2,#FADF4B,🟡 Amarelo,Setúbal às 11:00: 🟡 Amarelo
Setúbal,12:00,2,#FADF4B,🟡 Amarelo,Setúbal às 12:00: 🟡 Amarelo
Setúbal,13:00,2,#FADF4B,🟡 Amarelo,Setúbal às 13:00: 🟡 Amarelo
Setúbal,14:00,2,#FADF4B,🟡 Amarelo,Setúbal às 14:00: 🟡 Amarelo
Setúbal,15:00,2,#FADF4B,🟡 Amarelo,Setúbal às 15:00: 🟡 Amarelo
Setúbal,16:00,2,#FADF4B,🟡 Amarelo,Setúbal às 16:00: 🟡 Amarelo
Setúbal,17:00,2,#FADF4B,🟡 Amarelo,Setúbal às 17:00: 🟡 Amarelo
Setúbal,18:00,2,#FADF4B,🟡 Amarelo,Setúbal às 18:00: 🟡 Amarelo
Setúbal,19:00,2,#FADF4B,🟡 Amarelo,Setúbal às 19:00: 🟡 Amarelo
Setúbal,20:00,2,#FADF4B,🟡 Amarelo,Setúbal às 20:00: 🟡 Amarelo
Setúbal,21:00,2,#FADF4B,🟡 Amarelo,Setúbal às 21:00: 🟡 Amarelo
Setúbal,22:00,2,#FADF4B,🟡 Amarelo,Setúbal às 22:00: 🟡 Amarelo
Setúbal,23:00,2,#FADF4B,🟡 Amarelo,Setúbal às 23:00: 🟡 Amarelo
Sines,00:00,NA,#C8C7BB,⚪ Sem informação,Sines às 00:00: ⚪ Sem informação
Sines,01:00,NA,#C8C7BB,⚪ Sem informação,Sines às 01:00: ⚪ Sem informação
Sines,02:00,NA,#C8C7BB,⚪ Sem informação,Sines às 02:00: ⚪ Sem informação
Sines,03:00,NA,#C8C7BB,⚪ Sem informação,Sines às 03:00: ⚪ Sem informação
Sines,04:00,NA,#C8C7BB,⚪ Sem informação,Sines às 04:00: ⚪ Sem informação
Sines,05:00,NA,#C8C7BB,⚪ Sem informação,Sines às 05:00: ⚪ Sem informação
Sines,06:00,1,#B9D153,🟢 Verde,Sines às 06:00: 🟢 Verde
Sines,07:00,1,#B9D153,🟢 Verde,Sines às 07:00: 🟢 Verde
Sines,08:00,1,#B9D153,🟢 Verde,Sines às 08:00: 🟢 Verde
Sines,09:00,2,#FADF4B,🟡 Amarelo,Sines às 09:00: 🟡 Amarelo
Sines,10:00,2,#FADF4B,🟡 Amarelo,Sines às 10:00: 🟡 Amarelo
Sines,11:00,2,#FADF4B,🟡 Amarelo,Sines às 11:00: 🟡 Amarelo
Sines,12:00,2,#FADF4B,🟡 Amarelo,Sines às 12:00: 🟡 Amarelo
Sines,13:00,2,#FADF4B,🟡 Amarelo,Sines às 13:00: 🟡 Amarelo
Sines,14:00,2,#FADF4B,🟡 Amarelo,Sines às 14:00: 🟡 Amarelo
Sines,15:00,2,#FADF4B,🟡 Amarelo,Sines às 15:00: 🟡 Amarelo
Sines,16:00,2,#FADF4B,🟡 Amarelo,Sines às 16:00: 🟡 Amarelo
Sines,17:00,2,#FADF4B,🟡 Amarelo,Sines às 17:00: 🟡 Amarelo
Sines,18:00,2,#FADF4B,🟡 Amarelo,Sines às 18:00: 🟡 Amarelo
Sines,19:00,2,#FADF4B,🟡 Amarelo,Sines às 19:00: 🟡 Amarelo
Sines,20:00,2,#FADF4B,🟡 Amarelo,Sines às 20:00: 🟡 Amarelo
Sines,21:00,2,#FADF4B,🟡 Amarelo,Sines às 21:00: 🟡 Amarelo
Sines,22:00,2,#FADF4B,🟡 Amarelo,Sines às 22:00: 🟡 Amarelo
Sines,23:00,2,#FADF4B,🟡 Amarelo,Sines às 23:00: 🟡 Amarelo
Viana do Castelo,00:00,NA,#C8C7BB,⚪ Sem informação,Viana do Castelo às 00:00: ⚪ Sem informação
Viana do Castelo,01:00,NA,#C8C7BB,⚪ Sem informação,Viana do Castelo às 01:00: ⚪ Sem informação
Viana do Castelo,02:00,NA,#C8C7BB,⚪ Sem informação,Viana do Castelo às 02:00: ⚪ Sem informação
Viana do Castelo,03:00,NA,#C8C7BB,⚪ Sem informação,Viana do Castelo às 03:00: ⚪ Sem informação
Viana do Castelo,04:00,NA,#C8C7BB,⚪ Sem informação,Viana do Castelo às 04:00: ⚪ Sem informação
Viana do Castelo,05:00,NA,#C8C7BB,⚪ Sem informação,Viana do Castelo às 05:00: ⚪ Sem informação
Viana do Castelo,06:00,1,#B9D153,🟢 Verde,Viana do Castelo às 06:00: 🟢 Verde
Viana do Castelo,07:00,1,#B9D153,🟢 Verde,Viana do Castelo às 07:00: 🟢 Verde
Viana do Castelo,08:00,1,#B9D153,🟢 Verde,Viana do Castelo às 08:00: 🟢 Verde
Viana do Castelo,09:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 09:00: 🟡 Amarelo
Viana do Castelo,10:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 10:00: 🟡 Amarelo
Viana do Castelo,11:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 11:00: 🟡 Amarelo
Viana do Castelo,12:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 12:00: 🟡 Amarelo
Viana do Castelo,13:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 13:00: 🟡 Amarelo
Viana do Castelo,14:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 14:00: 🟡 Amarelo
Viana do Castelo,15:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 15:00: 🟡 Amarelo
Viana do Castelo,16:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 16:00: 🟡 Amarelo
Viana do Castelo,17:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 17:00: 🟡 Amarelo
Viana do Castelo,18:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 18:00: 🟡 Amarelo
Viana do Castelo,19:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 19:00: 🟡 Amarelo
Viana do Castelo,20:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 20:00: 🟡 Amarelo
Viana do Castelo,21:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 21:00: 🟡 Amarelo
Viana do Castelo,22:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 22:00: 🟡 Amarelo
Viana do Castelo,23:00,2,#FADF4B,🟡 Amarelo,Viana do Castelo às 23:00: 🟡 Amarelo
Vila Real,00:00,NA,#C8C7BB,⚪ Sem informação,Vila Real às 00:00: ⚪ Sem informação
Vila Real,01:00,NA,#C8C7BB,⚪ Sem informação,Vila Real às 01:00: ⚪ Sem informação
Vila Real,02:00,NA,#C8C7BB,⚪ Sem informação,Vila Real às 02:00: ⚪ Sem informação
Vila Real,03:00,NA,#C8C7BB,⚪ Sem informação,Vila Real às 03:00: ⚪ Sem informação
Vila Real,04:00,NA,#C8C7BB,⚪ Sem informação,Vila Real às 04:00: ⚪ Sem informação
Vila Real,05:00,NA,#C8C7BB,⚪ Sem informação,Vila Real às 05:00: ⚪ Sem informação
Vila Real,06:00,1,#B9D153,🟢 Verde,Vila Real às 06:00: 🟢 Verde
Vila Real,07:00,1,#B9D153,🟢 Verde,Vila Real às 07:00: 🟢 Verde
Vila Real,08:00,1,#B9D153,🟢 Verde,Vila Real às 08:00: 🟢 Verde
Vila Real,09:00,2,#FADF4B,🟡 Amarelo,Vila Real às 09:00: 🟡 Amarelo
Vila Real,10:00,2,#FADF4B,🟡 Amarelo,Vila Real às 10:00: 🟡 Amarelo
Vila Real,11:00,2,#FADF4B,🟡 Amarelo,Vila Real às 11:00: 🟡 Amarelo
Vila Real,12:00,2,#FADF4B,🟡 Amarelo,Vila Real às 12:00: 🟡 Amarelo
Vila Real,13:00,2,#FADF4B,🟡 Amarelo,Vila Real às 13:00: 🟡 Amarelo
Vila Real,14:00,2,#FADF4B,🟡 Amarelo,Vila Real às 14:00: 🟡 Amarelo
Vila Real,15:00,2,#FADF4B,🟡 Amarelo,Vila Real às 15:00: 🟡 Amarelo
Vila Real,16:00,2,#FADF4B,🟡 Amarelo,Vila Real às 16:00: 🟡 Amarelo
Vila Real,17:00,2,#FADF4B,🟡 Amarelo,Vila Real às 17:00: 🟡 Amarelo
Vila Real,18:00,2,#FADF4B,🟡 Amarelo,Vila Real às 18:00: 🟡 Amarelo
Vila Real,19:00,2,#FADF4B,🟡 Amarelo,Vila Real às 19:00: 🟡 Amarelo
Vila Real,20:00,2,#FADF4B,🟡 Amarelo,Vila Real às 20:00: 🟡 Amarelo
Vila Real,21:00,2,#FADF4B,🟡 Amarelo,Vila Real às 21:00: 🟡 Amarelo
Vila Real,22:00,2,#FADF4B,🟡 Amarelo,Vila Real às 22:00: 🟡 Amarelo
Vila Real,23:00,2,#FADF4B,🟡 Amarelo,Vila Real às 23:00: 🟡 Amarelo
Viseu,00:00,NA,#C8C7BB,⚪ Sem informação,Viseu às 00:00: ⚪ Sem informação
Viseu,01:00,NA,#C8C7BB,⚪ Sem informação,Viseu às 01:00: ⚪ Sem informação
Viseu,02:00,NA,#C8C7BB,⚪ Sem informação,Viseu às 02:00: ⚪ Sem informação
Viseu,03:00,NA,#C8C7BB,⚪ Sem informação,Viseu às 03:00: ⚪ Sem informação
Viseu,04:00,NA,#C8C7BB,⚪ Sem informação,Viseu às 04:00: ⚪ Sem informação
Viseu,05:00,NA,#C8C7BB,⚪ Sem informação,Viseu às 05:00: ⚪ Sem informação
Viseu,06:00,1,#B9D153,🟢 Verde,Viseu às 06:00: 🟢 Verde
Viseu,07:00,1,#B9D153,🟢 Verde,Viseu às 07:00: 🟢 Verde
Viseu,08:00,1,#B9D153,🟢 Verde,Viseu às 08:00: 🟢 Verde
Viseu,09:00,2,#FADF4B,🟡 Amarelo,Viseu às 09:00: 🟡 Amarelo
Viseu,10:00,2,#FADF4B,🟡 Amarelo,Viseu às 10:00: 🟡 Amarelo
Viseu,11:00,2,#FADF4B,🟡 Amarelo,Viseu às 11:00: 🟡 Amarelo
Viseu,12:00,2,#FADF4B,🟡 Amarelo,Viseu às 12:00: 🟡 Amarelo
Viseu,13:00,2,#FADF4B,🟡 Amarelo,Viseu às 13:00: 🟡 Amarelo
Viseu,14:00,2,#FADF4B,🟡 Amarelo,Viseu às 14:00: 🟡 Amarelo
Viseu,15:00,2,#FADF4B,🟡 Amarelo,Viseu às 15:00: 🟡 Amarelo
Viseu,16:00,2,#FADF4B,🟡 Amarelo,Viseu às 16:00: 🟡 Amarelo
Viseu,17:00,2,#FADF4B,🟡 Amarelo,Viseu às 17:00: 🟡 Amarelo
Viseu,18:00,2,#FADF4B,🟡 Amarelo,Viseu às 18:00: 🟡 Amarelo
Viseu,19:00,2,#FADF4B,🟡 Amarelo,Viseu às 19:00: 🟡 Amarelo
Viseu,20:00,2,#FADF4B,🟡 Amarelo,Viseu às 20:00: 🟡 Amarelo
Viseu,21:00,2,#FADF4B,🟡 Amarelo,Viseu às 21:00: 🟡 Amarelo
Viseu,22:00,2,#FADF4B,🟡 Amarelo,Viseu às 22:00: 🟡 Amarelo
Viseu,23:00,2,#FADF4B,🟡 Amarelo,Viseu às 23:00: 🟡 Amarelo
